Transaction_ID,Date,Business_Unit,Region,Cost_Category,Product_Service,Revenue,Expense,Profit,Month,Quarter,Year,Profit_Margin
TXN-100498,2024-04-01,Retail,Asia Pacific,R&D,Retail - Product 1,25927.61,30339.41,-4411.8,4,2,2024,-0.1702
TXN-103264,2024-04-01,Retail,Asia Pacific,Logistics,Retail - Product 5,5485.11,6199.61,-714.5,4,2,2024,-0.1303
TXN-101083,2024-04-01,Hardware,Latin America,Salaries,Hardware - Product 3,75843.92,85048.37,-9204.45,4,2,2024,-0.1214
TXN-101127,2024-04-01,Enterprise Software,Latin America,Logistics,Enterprise Software - Product 4,71876.97,47647.34,24229.63,4,2,2024,0.3371
TXN-104517,2024-04-01,Cloud Infrastructure,Europe,R&D,Cloud Infrastructure - Product 5,27267.83,35681.52,-8413.69,4,2,2024,-0.3086
TXN-103984,2024-04-02,Cloud Infrastructure,Latin America,Logistics,Cloud Infrastructure - Product 3,29617.1,19356.85,10260.25,4,2,2024,0.3464
TXN-100325,2024-04-02,Cloud Infrastructure,North America,Operations,Cloud Infrastructure - Product 2,153297.39,139292.26,14005.13,4,2,2024,0.0914
TXN-102599,2024-04-02,Hardware,Latin America,Software Licenses,Hardware - Product 1,41048.07,46474.2,-5426.13,4,2,2024,-0.1322
TXN-101902,2024-04-02,Hardware,Latin America,Operations,Hardware - Product 1,35633.63,32843.41,2790.22,4,2,2024,0.0783
TXN-102048,2024-04-02,Hardware,Asia Pacific,Logistics,Hardware - Product 5,32212.02,31183.03,1028.99,4,2,2024,0.0319
TXN-100570,2024-04-02,Consulting Services,North America,R&D,Consulting Services - Product 1,77071.51,103676.84,-26605.33,4,2,2024,-0.3452
TXN-102594,2024-04-03,Retail,Europe,Software Licenses,Retail - Product 3,6371.69,4575.67,1796.02,4,2,2024,0.2819
TXN-104373,2024-04-03,Enterprise Software,Europe,R&D,Enterprise Software - Product 5,50697.59,50241.47,456.12,4,2,2024,0.009
TXN-102432,2024-04-03,Enterprise Software,Asia Pacific,Salaries,Enterprise Software - Product 5,54894.54,44516.89,10377.65,4,2,2024,0.189
TXN-101979,2024-04-04,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 3,105792.76,85491.05,20301.71,4,2,2024,0.1919
TXN-101133,2024-04-04,Consulting Services,North America,R&D,Consulting Services - Product 5,40508.23,51023.01,-10514.78,4,2,2024,-0.2596
TXN-103426,2024-04-04,Consulting Services,North America,Real Estate,Consulting Services - Product 4,34384.02,30644.72,3739.3,4,2,2024,0.1088
TXN-100876,2024-04-04,Hardware,Asia Pacific,Software Licenses,Hardware - Product 5,89323.58,100523.81,-11200.23,4,2,2024,-0.1254
TXN-104065,2024-04-04,Enterprise Software,North America,R&D,Enterprise Software - Product 4,64978.87,48817.59,16161.28,4,2,2024,0.2487
TXN-103458,2024-04-04,Retail,Europe,R&D,Retail - Product 1,28262.15,40729.15,-12467.0,4,2,2024,-0.4411
TXN-102059,2024-04-04,Hardware,Asia Pacific,Marketing,Hardware - Product 4,43194.11,23883.84,19310.27,4,2,2024,0.4471
TXN-101682,2024-04-04,Hardware,Latin America,Logistics,Hardware - Product 4,106415.53,103906.82,2508.71,4,2,2024,0.0236
TXN-100227,2024-04-04,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 2,23420.7,23903.33,-482.63,4,2,2024,-0.0206
TXN-104042,2024-04-05,Cloud Infrastructure,Asia Pacific,R&D,Cloud Infrastructure - Product 1,22952.2,19950.9,3001.3,4,2,2024,0.1308
TXN-102277,2024-04-05,Enterprise Software,Asia Pacific,Logistics,Enterprise Software - Product 3,169754.8,152200.62,17554.18,4,2,2024,0.1034
TXN-104640,2024-04-05,Consulting Services,Europe,Operations,Consulting Services - Product 2,14757.18,9559.73,5197.45,4,2,2024,0.3522
TXN-104312,2024-04-05,Retail,Asia Pacific,Software Licenses,Retail - Product 4,34135.03,35206.1,-1071.07,4,2,2024,-0.0314
TXN-101530,2024-04-05,Enterprise Software,North America,Software Licenses,Enterprise Software - Product 5,57357.53,51857.81,5499.72,4,2,2024,0.0959
TXN-100689,2024-04-05,Consulting Services,Asia Pacific,Salaries,Consulting Services - Product 3,42427.59,43665.21,-1237.62,4,2,2024,-0.0292
TXN-100900,2024-04-05,Retail,North America,Salaries,Retail - Product 1,7522.45,5648.35,1874.1,4,2,2024,0.2491
TXN-100206,2024-04-05,Cloud Infrastructure,Europe,Salaries,Cloud Infrastructure - Product 4,128901.05,141372.64,-12471.59,4,2,2024,-0.0968
TXN-104319,2024-04-05,Enterprise Software,Latin America,Logistics,Enterprise Software - Product 3,141831.09,122257.0,19574.09,4,2,2024,0.138
TXN-100860,2024-04-05,Hardware,Asia Pacific,Operations,Hardware - Product 5,33401.49,26295.52,7105.97,4,2,2024,0.2127
TXN-101236,2024-04-05,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 1,45011.04,32703.54,12307.5,4,2,2024,0.2734
TXN-101303,2024-04-06,Cloud Infrastructure,Europe,Operations,Cloud Infrastructure - Product 2,56169.35,39321.38,16847.97,4,2,2024,0.2999
TXN-102681,2024-04-06,Hardware,Latin America,Real Estate,Hardware - Product 2,35706.49,26826.33,8880.16,4,2,2024,0.2487
TXN-103263,2024-04-06,Hardware,North America,Operations,Hardware - Product 2,103200.14,113702.71,-10502.57,4,2,2024,-0.1018
TXN-100696,2024-04-06,Hardware,Europe,Operations,Hardware - Product 2,108598.83,116741.14,-8142.31,4,2,2024,-0.075
TXN-102788,2024-04-06,Consulting Services,Europe,Marketing,Consulting Services - Product 4,25389.27,17971.34,7417.93,4,2,2024,0.2922
TXN-104339,2024-04-07,Cloud Infrastructure,Latin America,Operations,Cloud Infrastructure - Product 3,171566.24,124660.21,46906.03,4,2,2024,0.2734
TXN-101050,2024-04-07,Hardware,Europe,Salaries,Hardware - Product 3,32016.39,29635.6,2380.79,4,2,2024,0.0744
TXN-103389,2024-04-07,Hardware,North America,Operations,Hardware - Product 4,81130.05,61706.29,19423.76,4,2,2024,0.2394
TXN-100941,2024-04-07,Cloud Infrastructure,Asia Pacific,Real Estate,Cloud Infrastructure - Product 1,141195.17,103646.59,37548.58,4,2,2024,0.2659
TXN-101165,2024-04-07,Retail,North America,Real Estate,Retail - Product 3,25909.34,16902.66,9006.68,4,2,2024,0.3476
TXN-100712,2024-04-08,Consulting Services,Latin America,Operations,Consulting Services - Product 5,38857.94,41139.31,-2281.37,4,2,2024,-0.0587
TXN-102214,2024-04-08,Retail,Latin America,Software Licenses,Retail - Product 4,20533.29,18919.73,1613.56,4,2,2024,0.0786
TXN-100930,2024-04-08,Hardware,Europe,Marketing,Hardware - Product 4,75329.78,86067.75,-10737.97,4,2,2024,-0.1425
TXN-100574,2024-04-08,Retail,North America,Real Estate,Retail - Product 3,34650.96,39802.93,-5151.97,4,2,2024,-0.1487
TXN-104659,2024-04-08,Hardware,North America,Marketing,Hardware - Product 5,41152.57,42067.01,-914.44,4,2,2024,-0.0222
TXN-103273,2024-04-08,Hardware,Asia Pacific,Real Estate,Hardware - Product 5,31810.12,20110.12,11700.0,4,2,2024,0.3678
TXN-103612,2024-04-08,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 1,46949.59,57354.05,-10404.46,4,2,2024,-0.2216
TXN-102305,2024-04-08,Enterprise Software,North America,Software Licenses,Enterprise Software - Product 3,73478.88,40957.32,32521.56,4,2,2024,0.4426
TXN-102436,2024-04-08,Consulting Services,Europe,R&D,Consulting Services - Product 4,78059.68,69437.47,8622.21,4,2,2024,0.1105
TXN-104577,2024-04-09,Retail,Asia Pacific,Salaries,Retail - Product 5,32919.91,39226.87,-6306.96,4,2,2024,-0.1916
TXN-100645,2024-04-09,Cloud Infrastructure,North America,Operations,Cloud Infrastructure - Product 1,88078.04,94302.7,-6224.66,4,2,2024,-0.0707
TXN-101047,2024-04-09,Retail,North America,Logistics,Retail - Product 2,33871.66,26145.74,7725.92,4,2,2024,0.2281
TXN-103772,2024-04-09,Consulting Services,Europe,Software Licenses,Consulting Services - Product 2,77710.73,63042.08,14668.65,4,2,2024,0.1888
TXN-100437,2024-04-09,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 1,139894.32,119919.36,19974.96,4,2,2024,0.1428
TXN-100315,2024-04-09,Enterprise Software,Latin America,R&D,Enterprise Software - Product 3,106316.01,106934.51,-618.5,4,2,2024,-0.0058
TXN-104189,2024-04-10,Enterprise Software,Asia Pacific,Software Licenses,Enterprise Software - Product 1,168848.25,169821.63,-973.38,4,2,2024,-0.0058
TXN-103377,2024-04-10,Enterprise Software,Latin America,Operations,Enterprise Software - Product 4,100769.01,79568.93,21200.08,4,2,2024,0.2104
TXN-101205,2024-04-10,Retail,Latin America,Operations,Retail - Product 2,46397.91,35575.12,10822.79,4,2,2024,0.2333
TXN-101997,2024-04-10,Cloud Infrastructure,Latin America,Real Estate,Cloud Infrastructure - Product 5,100628.4,108695.88,-8067.48,4,2,2024,-0.0802
TXN-101483,2024-04-10,Retail,Europe,R&D,Retail - Product 5,11548.12,14322.46,-2774.34,4,2,2024,-0.2402
TXN-102160,2024-04-10,Hardware,Asia Pacific,Operations,Hardware - Product 3,80405.98,69827.15,10578.83,4,2,2024,0.1316
TXN-100156,2024-04-10,Consulting Services,Asia Pacific,Software Licenses,Consulting Services - Product 3,44292.29,33966.45,10325.84,4,2,2024,0.2331
TXN-101803,2024-04-10,Hardware,North America,R&D,Hardware - Product 3,44192.82,57019.66,-12826.84,4,2,2024,-0.2902
TXN-102033,2024-04-10,Cloud Infrastructure,Asia Pacific,Operations,Cloud Infrastructure - Product 2,45993.33,35311.11,10682.22,4,2,2024,0.2323
TXN-102951,2024-04-10,Retail,Latin America,Salaries,Retail - Product 5,36211.37,31270.37,4941.0,4,2,2024,0.1364
TXN-100793,2024-04-10,Retail,Asia Pacific,Salaries,Retail - Product 1,36127.28,27556.42,8570.86,4,2,2024,0.2372
TXN-103741,2024-04-10,Enterprise Software,Asia Pacific,Marketing,Enterprise Software - Product 4,130923.04,123695.46,7227.58,4,2,2024,0.0552
TXN-101502,2024-04-10,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 1,55200.84,47928.43,7272.41,4,2,2024,0.1317
TXN-103707,2024-04-11,Enterprise Software,Latin America,R&D,Enterprise Software - Product 1,38489.87,34454.51,4035.36,4,2,2024,0.1048
TXN-104626,2024-04-11,Retail,Latin America,Logistics,Retail - Product 4,29643.95,29607.13,36.82,4,2,2024,0.0012
TXN-103220,2024-04-11,Consulting Services,Latin America,Logistics,Consulting Services - Product 4,52494.38,48118.44,4375.94,4,2,2024,0.0834
TXN-102134,2024-04-11,Cloud Infrastructure,Asia Pacific,Salaries,Cloud Infrastructure - Product 2,24060.61,21739.87,2320.74,4,2,2024,0.0965
TXN-100544,2024-04-11,Cloud Infrastructure,Asia Pacific,R&D,Cloud Infrastructure - Product 4,179835.33,116151.15,63684.18,4,2,2024,0.3541
TXN-100517,2024-04-12,Retail,Asia Pacific,Logistics,Retail - Product 4,13959.94,12968.63,991.31,4,2,2024,0.071
TXN-102812,2024-04-12,Hardware,Asia Pacific,R&D,Hardware - Product 2,114098.0,150501.66,-36403.66,4,2,2024,-0.3191
TXN-102935,2024-04-12,Consulting Services,North America,R&D,Consulting Services - Product 5,87031.25,110804.83,-23773.58,4,2,2024,-0.2732
TXN-103961,2024-04-12,Retail,Latin America,Operations,Retail - Product 1,17104.74,15922.63,1182.11,4,2,2024,0.0691
TXN-104811,2024-04-12,Cloud Infrastructure,Latin America,Logistics,Cloud Infrastructure - Product 2,140983.44,89171.31,51812.13,4,2,2024,0.3675
TXN-102009,2024-04-13,Enterprise Software,Europe,Logistics,Enterprise Software - Product 4,67948.91,49030.52,18918.39,4,2,2024,0.2784
TXN-100770,2024-04-13,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 3,64530.59,53712.09,10818.5,4,2,2024,0.1676
TXN-100680,2024-04-13,Retail,Latin America,Salaries,Retail - Product 5,36014.47,47012.32,-10997.85,4,2,2024,-0.3054
TXN-104770,2024-04-13,Consulting Services,Asia Pacific,Operations,Consulting Services - Product 4,75830.9,73466.17,2364.73,4,2,2024,0.0312
TXN-104259,2024-04-13,Hardware,Latin America,Real Estate,Hardware - Product 2,19322.11,17724.86,1597.25,4,2,2024,0.0827
TXN-103625,2024-04-13,Cloud Infrastructure,Latin America,Software Licenses,Cloud Infrastructure - Product 2,168301.91,171971.94,-3670.03,4,2,2024,-0.0218
TXN-102949,2024-04-13,Cloud Infrastructure,North America,Operations,Cloud Infrastructure - Product 5,145440.03,81517.37,63922.66,4,2,2024,0.4395
TXN-103345,2024-04-13,Retail,Latin America,Logistics,Retail - Product 4,21882.94,18046.0,3836.94,4,2,2024,0.1753
TXN-103185,2024-04-14,Enterprise Software,Latin America,R&D,Enterprise Software - Product 4,172931.34,185363.57,-12432.23,4,2,2024,-0.0719
TXN-103863,2024-04-14,Consulting Services,Latin America,Real Estate,Consulting Services - Product 2,10337.13,9732.52,604.61,4,2,2024,0.0585
TXN-103839,2024-04-14,Retail,Asia Pacific,Logistics,Retail - Product 4,17803.13,13297.92,4505.21,4,2,2024,0.2531
TXN-100412,2024-04-14,Consulting Services,North America,Real Estate,Consulting Services - Product 4,58098.2,59219.61,-1121.41,4,2,2024,-0.0193
TXN-101740,2024-04-14,Consulting Services,North America,Marketing,Consulting Services - Product 1,66247.55,52555.99,13691.56,4,2,2024,0.2067
TXN-101959,2024-04-14,Consulting Services,Europe,Operations,Consulting Services - Product 3,60263.0,38080.81,22182.19,4,2,2024,0.3681
TXN-100453,2024-04-14,Retail,North America,Software Licenses,Retail - Product 1,11008.12,7243.59,3764.53,4,2,2024,0.342
TXN-100006,2024-04-15,Cloud Infrastructure,North America,R&D,Cloud Infrastructure - Product 3,34184.04,40814.83,-6630.79,4,2,2024,-0.194
TXN-102781,2024-04-15,Cloud Infrastructure,Asia Pacific,Operations,Cloud Infrastructure - Product 5,124780.33,96499.89,28280.44,4,2,2024,0.2266
TXN-100350,2024-04-15,Cloud Infrastructure,Europe,Logistics,Cloud Infrastructure - Product 1,60654.31,44858.41,15795.9,4,2,2024,0.2604
TXN-102733,2024-04-15,Enterprise Software,Europe,Real Estate,Enterprise Software - Product 4,38921.96,24965.67,13956.29,4,2,2024,0.3586
TXN-103048,2024-04-15,Enterprise Software,Asia Pacific,Salaries,Enterprise Software - Product 2,150966.35,131759.52,19206.83,4,2,2024,0.1272
TXN-102195,2024-04-15,Cloud Infrastructure,Asia Pacific,Operations,Cloud Infrastructure - Product 1,65850.63,72881.49,-7030.86,4,2,2024,-0.1068
TXN-102035,2024-04-15,Hardware,Europe,R&D,Hardware - Product 4,26565.22,23476.44,3088.78,4,2,2024,0.1163
TXN-104060,2024-04-15,Consulting Services,Latin America,Real Estate,Consulting Services - Product 4,52736.33,32437.05,20299.28,4,2,2024,0.3849
TXN-103158,2024-04-15,Cloud Infrastructure,North America,R&D,Cloud Infrastructure - Product 5,21603.15,16969.9,4633.25,4,2,2024,0.2145
TXN-100342,2024-04-16,Enterprise Software,Asia Pacific,Operations,Enterprise Software - Product 2,39543.47,32507.59,7035.88,4,2,2024,0.1779
TXN-101593,2024-04-16,Retail,North America,Marketing,Retail - Product 1,17157.87,9579.17,7578.7,4,2,2024,0.4417
TXN-103464,2024-04-16,Consulting Services,Latin America,Logistics,Consulting Services - Product 1,63771.02,64487.86,-716.84,4,2,2024,-0.0112
TXN-101769,2024-04-16,Retail,Europe,Salaries,Retail - Product 2,42678.87,41779.47,899.4,4,2,2024,0.0211
TXN-102888,2024-04-16,Consulting Services,Latin America,Logistics,Consulting Services - Product 2,59022.7,55395.75,3626.95,4,2,2024,0.0615
TXN-101539,2024-04-17,Consulting Services,Europe,Real Estate,Consulting Services - Product 5,97016.82,109415.09,-12398.27,4,2,2024,-0.1278
TXN-101836,2024-04-17,Hardware,Europe,Logistics,Hardware - Product 2,80365.51,44697.05,35668.46,4,2,2024,0.4438
TXN-101837,2024-04-17,Cloud Infrastructure,North America,Real Estate,Cloud Infrastructure - Product 2,128721.22,122445.35,6275.87,4,2,2024,0.0488
TXN-100619,2024-04-17,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 5,140903.34,160490.8,-19587.46,4,2,2024,-0.139
TXN-104470,2024-04-17,Cloud Infrastructure,Asia Pacific,Software Licenses,Cloud Infrastructure - Product 2,172228.6,139401.44,32827.16,4,2,2024,0.1906
TXN-104269,2024-04-17,Enterprise Software,Latin America,Operations,Enterprise Software - Product 2,43711.06,32351.69,11359.37,4,2,2024,0.2599
TXN-103812,2024-04-18,Retail,Latin America,Software Licenses,Retail - Product 2,28720.19,23399.7,5320.49,4,2,2024,0.1853
TXN-101053,2024-04-18,Enterprise Software,Asia Pacific,Logistics,Enterprise Software - Product 5,151663.36,169882.71,-18219.35,4,2,2024,-0.1201
TXN-102758,2024-04-18,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 2,128184.86,94599.55,33585.31,4,2,2024,0.262
TXN-102024,2024-04-18,Enterprise Software,North America,R&D,Enterprise Software - Product 2,77355.41,54066.77,23288.64,4,2,2024,0.3011
TXN-101085,2024-04-19,Enterprise Software,Europe,R&D,Enterprise Software - Product 4,100546.4,85527.05,15019.35,4,2,2024,0.1494
TXN-102766,2024-04-19,Cloud Infrastructure,North America,Salaries,Cloud Infrastructure - Product 1,147493.46,137754.72,9738.74,4,2,2024,0.066
TXN-103396,2024-04-19,Cloud Infrastructure,Latin America,Salaries,Cloud Infrastructure - Product 5,125355.29,163506.5,-38151.21,4,2,2024,-0.3043
TXN-104750,2024-04-19,Retail,North America,Logistics,Retail - Product 5,23898.76,15862.02,8036.74,4,2,2024,0.3363
TXN-100915,2024-04-20,Enterprise Software,Asia Pacific,Marketing,Enterprise Software - Product 4,48010.74,32264.76,15745.98,4,2,2024,0.328
TXN-101030,2024-04-20,Hardware,Latin America,R&D,Hardware - Product 2,85278.73,108860.21,-23581.48,4,2,2024,-0.2765
TXN-103330,2024-04-20,Hardware,Latin America,Software Licenses,Hardware - Product 1,53226.38,30838.66,22387.72,4,2,2024,0.4206
TXN-103543,2024-04-20,Enterprise Software,Asia Pacific,Real Estate,Enterprise Software - Product 4,138786.66,97001.43,41785.23,4,2,2024,0.3011
TXN-103217,2024-04-21,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 3,50548.96,50339.89,209.07,4,2,2024,0.0041
TXN-102405,2024-04-21,Cloud Infrastructure,North America,Logistics,Cloud Infrastructure - Product 1,143886.31,162228.28,-18341.97,4,2,2024,-0.1275
TXN-100767,2024-04-21,Retail,North America,R&D,Retail - Product 3,34716.78,33493.57,1223.21,4,2,2024,0.0352
TXN-100094,2024-04-21,Hardware,Asia Pacific,Salaries,Hardware - Product 4,108317.73,78856.47,29461.26,4,2,2024,0.272
TXN-102136,2024-04-21,Hardware,Europe,Marketing,Hardware - Product 1,77385.58,86948.87,-9563.29,4,2,2024,-0.1236
TXN-101893,2024-04-21,Hardware,Europe,Logistics,Hardware - Product 5,49673.31,51709.7,-2036.39,4,2,2024,-0.041
TXN-100338,2024-04-22,Cloud Infrastructure,Asia Pacific,Salaries,Cloud Infrastructure - Product 1,67081.09,67772.93,-691.84,4,2,2024,-0.0103
TXN-103207,2024-04-22,Cloud Infrastructure,Latin America,Marketing,Cloud Infrastructure - Product 4,160521.37,174490.36,-13968.99,4,2,2024,-0.087
TXN-101185,2024-04-22,Hardware,Asia Pacific,Software Licenses,Hardware - Product 2,97889.94,60664.21,37225.73,4,2,2024,0.3803
TXN-102409,2024-04-22,Retail,North America,Software Licenses,Retail - Product 1,48901.56,49162.8,-261.24,4,2,2024,-0.0053
TXN-101753,2024-04-22,Consulting Services,Latin America,Operations,Consulting Services - Product 2,65527.68,40903.89,24623.79,4,2,2024,0.3758
TXN-101206,2024-04-22,Cloud Infrastructure,Europe,Operations,Cloud Infrastructure - Product 3,106534.32,73401.18,33133.14,4,2,2024,0.311
TXN-101776,2024-04-23,Consulting Services,North America,Marketing,Consulting Services - Product 4,56532.68,43605.45,12927.23,4,2,2024,0.2287
TXN-101317,2024-04-23,Enterprise Software,Latin America,Marketing,Enterprise Software - Product 2,93441.55,77145.27,16296.28,4,2,2024,0.1744
TXN-104022,2024-04-23,Retail,Asia Pacific,Salaries,Retail - Product 1,42386.81,57468.5,-15081.69,4,2,2024,-0.3558
TXN-104966,2024-04-23,Retail,North America,Marketing,Retail - Product 5,35658.07,34411.72,1246.35,4,2,2024,0.035
TXN-104597,2024-04-23,Retail,North America,R&D,Retail - Product 4,42215.46,53909.1,-11693.64,4,2,2024,-0.277
TXN-104430,2024-04-24,Retail,North America,R&D,Retail - Product 4,26882.9,19720.08,7162.82,4,2,2024,0.2664
TXN-104767,2024-04-24,Retail,Asia Pacific,Marketing,Retail - Product 4,46956.2,27628.78,19327.42,4,2,2024,0.4116
TXN-104482,2024-04-24,Enterprise Software,Latin America,Real Estate,Enterprise Software - Product 3,107471.9,84796.77,22675.13,4,2,2024,0.211
TXN-102555,2024-04-24,Cloud Infrastructure,Latin America,Logistics,Cloud Infrastructure - Product 3,40252.36,34448.11,5804.25,4,2,2024,0.1442
TXN-102934,2024-04-24,Hardware,North America,Logistics,Hardware - Product 4,90379.03,67585.75,22793.28,4,2,2024,0.2522
TXN-101369,2024-04-24,Cloud Infrastructure,Asia Pacific,Salaries,Cloud Infrastructure - Product 2,191470.94,199468.93,-7997.99,4,2,2024,-0.0418
TXN-101606,2024-04-24,Hardware,Asia Pacific,Marketing,Hardware - Product 5,122947.29,114998.92,7948.37,4,2,2024,0.0646
TXN-100728,2024-04-24,Consulting Services,Europe,Marketing,Consulting Services - Product 3,57802.37,50887.44,6914.93,4,2,2024,0.1196
TXN-103820,2024-04-24,Hardware,Asia Pacific,Software Licenses,Hardware - Product 5,17372.86,12876.91,4495.95,4,2,2024,0.2588
TXN-104479,2024-04-24,Enterprise Software,North America,R&D,Enterprise Software - Product 1,45625.97,38490.84,7135.13,4,2,2024,0.1564
TXN-103443,2024-04-24,Consulting Services,Asia Pacific,Real Estate,Consulting Services - Product 1,11859.85,7178.41,4681.44,4,2,2024,0.3947
TXN-100985,2024-04-25,Retail,Asia Pacific,Marketing,Retail - Product 1,7981.13,5981.44,1999.69,4,2,2024,0.2506
TXN-104965,2024-04-25,Retail,Asia Pacific,Salaries,Retail - Product 4,46175.24,46477.69,-302.45,4,2,2024,-0.0066
TXN-104584,2024-04-25,Hardware,Asia Pacific,Marketing,Hardware - Product 5,62170.87,41264.17,20906.7,4,2,2024,0.3363
TXN-104345,2024-04-25,Cloud Infrastructure,Europe,Salaries,Cloud Infrastructure - Product 5,102201.25,128880.84,-26679.59,4,2,2024,-0.261
TXN-101106,2024-04-25,Consulting Services,Latin America,Operations,Consulting Services - Product 3,55687.24,44405.27,11281.97,4,2,2024,0.2026
TXN-100339,2024-04-25,Consulting Services,Europe,Salaries,Consulting Services - Product 2,38162.98,54528.29,-16365.31,4,2,2024,-0.4288
TXN-102814,2024-04-25,Consulting Services,Latin America,Real Estate,Consulting Services - Product 2,64730.66,41015.91,23714.75,4,2,2024,0.3664
TXN-102072,2024-04-25,Consulting Services,North America,R&D,Consulting Services - Product 2,26643.51,34667.09,-8023.58,4,2,2024,-0.3011
TXN-100865,2024-04-25,Hardware,Latin America,Software Licenses,Hardware - Product 3,95054.14,85300.67,9753.47,4,2,2024,0.1026
TXN-104823,2024-04-26,Retail,Latin America,Operations,Retail - Product 1,6409.01,6795.02,-386.01,4,2,2024,-0.0602
TXN-100085,2024-04-26,Retail,North America,Salaries,Retail - Product 1,15090.0,21608.96,-6518.96,4,2,2024,-0.432
TXN-101070,2024-04-26,Consulting Services,Europe,Logistics,Consulting Services - Product 4,52041.96,56225.38,-4183.42,4,2,2024,-0.0804
TXN-100056,2024-04-26,Enterprise Software,Europe,Real Estate,Enterprise Software - Product 2,162156.17,152460.03,9696.14,4,2,2024,0.0598
TXN-103536,2024-04-26,Retail,North America,R&D,Retail - Product 5,5894.59,6732.27,-837.68,4,2,2024,-0.1421
TXN-104012,2024-04-26,Enterprise Software,Latin America,R&D,Enterprise Software - Product 2,22033.3,18194.85,3838.45,4,2,2024,0.1742
TXN-104596,2024-04-27,Retail,Latin America,R&D,Retail - Product 4,44250.02,54617.52,-10367.5,4,2,2024,-0.2343
TXN-101045,2024-04-27,Hardware,Asia Pacific,Logistics,Hardware - Product 1,60016.17,35942.02,24074.15,4,2,2024,0.4011
TXN-103550,2024-04-27,Consulting Services,Latin America,R&D,Consulting Services - Product 3,42631.68,51179.38,-8547.7,4,2,2024,-0.2005
TXN-104934,2024-04-27,Hardware,Asia Pacific,Marketing,Hardware - Product 4,64142.29,65251.44,-1109.15,4,2,2024,-0.0173
TXN-104655,2024-04-27,Enterprise Software,Latin America,Logistics,Enterprise Software - Product 2,77148.25,87375.32,-10227.07,4,2,2024,-0.1326
TXN-101108,2024-04-28,Enterprise Software,Europe,Salaries,Enterprise Software - Product 2,126284.86,165961.47,-39676.61,4,2,2024,-0.3142
TXN-100318,2024-04-28,Retail,Asia Pacific,R&D,Retail - Product 4,13099.16,17195.82,-4096.66,4,2,2024,-0.3127
TXN-103211,2024-04-28,Enterprise Software,Latin America,Software Licenses,Enterprise Software - Product 4,134786.69,116859.48,17927.21,4,2,2024,0.133
TXN-103040,2024-04-28,Enterprise Software,Europe,Logistics,Enterprise Software - Product 4,170260.91,145267.96,24992.95,4,2,2024,0.1468
TXN-101670,2024-04-28,Cloud Infrastructure,Latin America,Salaries,Cloud Infrastructure - Product 2,68452.89,51424.45,17028.44,4,2,2024,0.2488
TXN-100864,2024-04-28,Retail,Asia Pacific,Software Licenses,Retail - Product 1,7374.84,6960.91,413.93,4,2,2024,0.0561
TXN-100296,2024-04-28,Retail,Europe,Marketing,Retail - Product 2,48403.34,27263.35,21139.99,4,2,2024,0.4367
TXN-104915,2024-04-29,Hardware,Latin America,R&D,Hardware - Product 4,92216.52,92535.72,-319.2,4,2,2024,-0.0035
TXN-104909,2024-04-29,Hardware,Asia Pacific,Real Estate,Hardware - Product 2,118718.01,111820.91,6897.1,4,2,2024,0.0581
TXN-104268,2024-04-29,Hardware,Asia Pacific,R&D,Hardware - Product 3,53231.45,46459.79,6771.66,4,2,2024,0.1272
TXN-100698,2024-04-29,Cloud Infrastructure,North America,Marketing,Cloud Infrastructure - Product 1,158768.07,132668.24,26099.83,4,2,2024,0.1644
TXN-102052,2024-04-29,Hardware,Latin America,Operations,Hardware - Product 3,98803.04,78873.95,19929.09,4,2,2024,0.2017
TXN-104369,2024-04-29,Cloud Infrastructure,Asia Pacific,Marketing,Cloud Infrastructure - Product 4,114939.6,84936.81,30002.79,4,2,2024,0.261
TXN-103900,2024-04-29,Consulting Services,Latin America,Marketing,Consulting Services - Product 3,93188.05,56783.65,36404.4,4,2,2024,0.3907
TXN-104688,2024-04-29,Hardware,Asia Pacific,R&D,Hardware - Product 2,35279.13,37289.24,-2010.11,4,2,2024,-0.057
TXN-100087,2024-04-29,Retail,Europe,R&D,Retail - Product 5,36475.92,28524.08,7951.84,4,2,2024,0.218
TXN-102362,2024-04-30,Hardware,North America,Operations,Hardware - Product 4,54635.26,45357.22,9278.04,4,2,2024,0.1698
TXN-104402,2024-04-30,Hardware,Asia Pacific,Real Estate,Hardware - Product 3,74561.22,49418.37,25142.85,4,2,2024,0.3372
TXN-103131,2024-04-30,Retail,Latin America,Salaries,Retail - Product 2,18787.7,22065.35,-3277.65,4,2,2024,-0.1745
TXN-101446,2024-04-30,Enterprise Software,North America,Marketing,Enterprise Software - Product 2,161039.5,150327.94,10711.56,4,2,2024,0.0665
